Time,Temperature,Humidity,Pressure
2025-07-21 19:59:50,26.24,53.21,99602.80
2025-07-21 20:00:50,26.24,53.33,99607.09
2025-07-21 20:01:50,26.24,53.33,99607.55
2025-07-21 20:02:50,26.24,53.36,99604.59
2025-07-21 20:03:50,26.24,53.39,99605.52
2025-07-21 20:05:11,26.24,53.45,99608.59
2025-07-21 20:06:11,26.24,53.44,99602.97
2025-07-21 20:07:11,26.23,53.47,99601.16
2025-07-21 20:08:11,26.23,53.51,99604.79
2025-07-21 20:09:11,26.23,53.59,99599.98
2025-07-21 20:10:11,26.22,53.61,99598.92
2025-07-21 20:11:11,26.22,53.59,99602.50
2025-07-21 20:12:11,26.22,53.62,99602.50
2025-07-21 20:13:11,26.22,53.66,99603.17
2025-07-21 20:14:11,26.22,53.70,99602.35
2025-07-21 20:15:27,26.21,53.83,99600.51
2025-07-21 20:16:27,26.21,53.86,99602.03
2025-07-21 20:17:27,26.21,53.85,99605.36
2025-07-21 20:18:27,26.21,53.94,99604.09
2025-07-21 20:19:27,26.21,53.93,99603.59
2025-07-21 20:20:27,26.21,53.98,99608.64
2025-07-21 20:21:27,26.21,54.04,99608.30
2025-07-21 20:22:27,26.20,54.07,99605.70
2025-07-21 20:23:27,26.21,54.33,99610.05
2025-07-21 20:24:27,26.21,54.27,99612.42
2025-07-21 20:25:44,26.21,54.30,99613.85
2025-07-21 20:26:44,26.21,54.32,99611.40
2025-07-21 20:27:44,26.22,54.34,99614.00
2025-07-21 20:28:44,26.21,54.36,99611.57
2025-07-21 20:29:44,26.21,54.40,99619.53
2025-07-21 20:30:44,26.21,54.44,99617.15
2025-07-21 20:31:44,26.23,54.65,99620.78
2025-07-21 20:32:44,26.24,54.75,99621.67
2025-07-21 20:33:44,26.24,54.79,99623.39
