Time,Temperature,Humidity,Pressure
2026-05-01 10:16:50,21.33,59.90,101255.87
2026-05-01 10:22:05,21.29,59.92,101254.16
2026-05-01 10:27:05,21.29,59.92,101250.29
2026-05-01 10:32:20,21.23,59.89,101243.23
2026-05-01 10:37:20,21.23,59.95,101244.70
2026-05-01 10:42:35,21.23,59.94,101240.84
2026-05-01 10:47:35,21.20,59.96,101242.01
2026-05-01 10:52:51,21.19,59.92,101240.39
2026-05-01 10:57:51,21.15,59.94,101235.38
2026-05-01 11:03:06,21.15,59.93,101231.20
2026-05-01 11:08:06,21.12,59.89,101232.35
2026-05-01 11:13:22,21.10,59.91,101229.16
2026-05-01 11:18:22,21.10,59.87,101227.25
2026-05-01 11:23:38,21.07,59.89,101228.97
2026-05-01 11:28:38,21.09,59.88,101226.16
2026-05-01 11:33:53,21.05,59.86,101229.49
2026-05-01 11:38:53,21.04,59.88,101229.52
2026-05-01 11:43:53,21.03,59.83,101225.84
2026-05-01 11:48:57,20.99,59.85,101227.88
2026-05-01 11:53:57,21.01,59.83,101220.80
2026-05-01 11:58:57,20.98,59.81,101214.17
2026-05-01 12:04:00,20.97,59.84,101213.52
2026-05-01 12:09:00,20.98,59.81,101212.74
2026-05-01 12:14:15,20.94,59.81,101214.08
2026-05-01 12:19:15,20.96,59.82,101214.40
2026-05-01 12:24:30,20.94,59.75,101213.66
2026-05-01 12:29:30,20.95,59.77,101210.44
2026-05-01 12:34:45,20.95,59.75,101207.00
2026-05-01 12:39:45,20.93,59.73,101204.64
2026-05-01 12:45:00,20.94,59.70,101208.59
2026-05-01 12:50:00,20.90,59.70,101207.42
2026-05-01 12:55:15,20.91,59.70,101210.41
2026-05-01 13:00:15,20.90,59.67,101203.14
2026-05-01 13:05:30,20.88,59.69,101199.02
2026-05-01 13:10:30,20.89,59.66,101195.87
2026-05-01 13:15:45,20.85,59.65,101191.66
2026-05-01 13:20:45,20.87,59.68,101188.61
2026-05-01 13:26:00,20.86,59.65,101193.34
2026-05-01 13:31:00,20.85,59.67,101197.21
2026-05-01 13:36:15,20.86,59.62,101197.43
2026-05-01 13:41:15,20.83,59.61,101197.98
2026-05-01 13:46:30,20.84,59.64,101188.64
2026-05-01 13:51:30,20.82,59.60,101186.55
2026-05-01 13:56:45,20.83,59.63,101184.98
2026-05-01 14:01:45,20.83,59.59,101183.92
2026-05-01 14:07:00,20.82,59.60,101181.16
2026-05-01 14:12:00,20.85,59.57,101180.79
2026-05-01 14:17:15,20.83,59.58,101185.02
2026-05-01 14:22:15,20.85,59.57,101188.26
2026-05-01 14:27:31,20.82,59.55,101188.62
2026-05-01 14:32:31,20.82,59.59,101192.40
2026-05-01 14:37:46,20.82,59.54,101190.08
2026-05-01 14:42:46,20.78,59.55,101191.30
2026-05-01 14:48:01,20.80,59.55,101190.90
2026-05-01 14:53:01,20.77,59.54,101188.75
2026-05-01 14:58:16,20.77,59.55,101189.05
2026-05-01 15:03:16,20.78,59.51,101189.43
2026-05-01 15:08:32,20.75,59.53,101188.38
2026-05-01 15:13:32,20.78,59.52,101185.51
2026-05-01 15:18:48,20.74,59.51,101188.47
2026-05-01 15:23:48,20.74,59.54,101186.12
2026-05-01 15:29:03,20.76,59.48,101186.95
2026-05-01 15:34:03,20.73,59.46,101186.26
2026-05-01 15:39:19,20.71,58.86,101184.84
2026-05-01 15:44:19,20.62,58.90,101184.18
2026-05-01 15:49:34,20.65,59.00,101185.16
2026-05-01 15:54:34,20.68,59.01,101185.14
2026-05-01 15:59:50,20.70,59.06,101180.53
2026-05-01 16:04:50,20.78,59.16,101184.44
2026-05-01 16:10:05,20.84,59.35,101183.16
2026-05-01 16:15:05,20.93,59.57,101182.51
2026-05-01 16:20:20,20.95,59.54,101178.39
2026-05-01 16:25:20,20.94,59.61,101177.68
2026-05-01 16:30:35,21.04,59.59,101180.55
2026-05-01 16:35:35,21.01,59.58,101180.41
2026-05-01 16:40:50,21.07,59.61,101183.10
2026-05-01 16:45:50,21.07,59.60,101183.98
2026-05-01 16:51:05,21.06,59.71,101186.96
2026-05-01 16:56:05,21.13,59.75,101192.63
2026-05-01 17:01:21,21.11,59.77,101190.50
2026-05-01 17:06:21,21.20,59.86,101191.37
2026-05-01 17:11:36,21.21,59.80,101193.61
2026-05-01 17:16:36,21.25,59.88,101193.82
2026-05-01 17:21:51,21.32,59.79,101191.30
2026-05-01 17:26:51,21.29,59.82,101187.27
